299,Sai,Black Hair,Male,"['Artist', 'Gloves', 'Headband', 'Ninja']",Anime,Manga
263,Jibril,Pink Hair,Female,"['Angel', 'Animal Ears', 'Bookworm', 'Magic User', 'Tail', 'Wings']","['No Game No Life', 'No Game No Life Specials', 'No Game No Life: Zero']","['No Game No Life', 'No Game No Life (Light Novel)']"
264,Ino YAMANAKA,Blonde Hair,Female,"['Florist', 'Ninja', 'Ponytail', 'Psychic Powers']","['Boruto: Naruto Next Generations', 'Boruto: Naruto the Movie', 'Boruto: Naruto the Movie - The Day Naruto Became Hokage', 'Naruto', 'Naruto: Hidden Leaf Village Grand Sports Festival!', 'Naruto: Honoo no Chuunin Shiken! Naruto vs Konohamaru!!', 'Naruto: Narutimate Hero 3 OVA', 'Naruto: Naruto to Mashin to Mitsu no Onegai Dattebayo!!', 'Naruto Shippuden', 'Naruto Shippuden: Konoha Gakuen Picture Drama Special', 'Naruto Shippuden Movie 3: The Will of Fire', 'Naruto Shippuden Movie 5: Blood Prison', 'Naruto Shippuden Movie 6: Road to Ninja', 'Naruto Spin-Off: Rock Lee & His Ninja Pals', 'The Last: Naruto the Movie']","['Boruto', 'Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi', 'Naruto', 'Naruto Secret Chronicles (Light Novel)', 'Naruto Shippuden Movie 5: Blood Prison (Light Novel)', 'Naruto: The Seventh Hokage and the Scarlet Spring', 'Road to Naruto the Movie', 'Road to Ninja: Naruto the Movie (Light Novel)', ""Rock Lee's Springtime of Youth""]"
265,Uryu ISHIDA,Black Hair,Male,"['Analytical', 'Archer', 'Glasses', 'High School Student', 'Superpowers', 'Teenager']","['Bleach', 'Bleach Movie 1: Memories of Nobody', 'Bleach Movie 2: The DiamondDust Rebellion', 'Bleach Movie 4: Hell Verse', 'Bleach: Sennen Kessen-hen']","['Bleach', 'Bleach 4-koma: Komaburi', 'Bleach: Spirits Are Forever with You (Light Novel)', 'Bleach: The Death Save the Strawberry (Light Novel)', 'Bleach Unmasked Short Stories']"
266,Olivier Mira ARMSTRONG,Blonde Hair,Female,"['Adult', 'Blinding Bangs', 'Bossy', 'Hot-Headed', 'Military', 'Sword Fighter']","['Fullmetal Alchemist: Brotherhood', 'Fullmetal Alchemist: Brotherhood: 4-Koma Theater']","['Fullmetal Alchemist', 'Fullmetal Alchemist: The Complete Four-Panel Comics']"
267,Hinami FUEGUCHI,Brown Hair,Female,"['Bookworm', 'Exotic Eyes', 'Headband', 'Monster', 'Shy', 'Teenager']","['Tokyo Ghoul', 'Tokyo Ghoul √A', 'Tokyo Ghoul:re', 'Tokyo Ghoul:re 2nd Season']","['Tokyo Ghoul', 'Tokyo Ghoul:re']"
268,Nobara KUGISAKI,Orange Hair,Female,"['Exorcist', 'Hammer Wielder', 'Hot-Headed', 'Teenager']","['Eve: Kaikai Kitan', 'Juju Sanpo', 'Jujutsu Kaisen', 'Jujutsu Kaisen 2nd Season']","['Jujutsu Kaisen', 'Jujutsu Kaisen: Yoake no Ibara Michi (Light Novel)']"
269,Momo YAOYOROZU,Black Hair,Female,"['Analytical', 'Class Representative', 'High School Student', 'Ponytail', 'Superpowers', 'Teenager', 'Wealthy']","['My Hero Academia', 'My Hero Academia 2', 'My Hero Academia 3', 'My Hero Academia 4', 'My Hero Academia 5', 'My Hero Academia 6', 'My Hero Academia: Jump Festa 2016 Special', 'My Hero Academia: Make It! Do-or-Die Survival Training', 'My Hero Academia Movie 2: Heroes:Rising', ""My Hero Academia Movie 3: World Heroes' Mission"", 'My Hero Academia Movie: Two Heroes', 'My Hero Academia Movie: Two Heroes Picture Drama', 'My Hero Academia: Training of the Dead', 'My Hero Academia (Web)', 'Peace Sign']",['My Hero Academia']
270,Seras VICTORIA,Blonde Hair,Female,"['Gunslinger', 'Oversized Weapon', 'Vampire', 'Vampire Hunter']","['Hellsing', 'Hellsing: Psalm of Darkness', 'Hellsing Ultimate', 'Hellsing Ultimate: Digest for Freaks']",['Hellsing']
271,Kotomi ICHINOSE,Purple Hair,Female,"['Airhead', 'Bookworm', 'Musician', 'Pigtails', 'Shy', 'Stoic', 'Tone Deaf', 'Violinist']","['Clannad', 'Clannad After Story', 'Clannad Movie', 'Kaginado Season 2']","['Clannad', 'Clannad: 4-Koma Manga Gekijou', 'Clannad: Hikaru Mimamoru Sakamichi de']"
272,Chii,Blonde Hair,Female,"['Amnesia', 'Android', 'Rapunzel Hair', 'Robot', 'Verbal Tic']","['Chibits', 'Chobits', 'Chobits: Hibiya and Kotoko Chat', 'CLAMP in Wonderland 2', 'Tsubasa Reservoir Chronicle', 'Tsubasa Reservoir Chronicle 2nd Season']","['Chobits', 'Tsubasa: Reservoir Chronicle']"
273,Tetsurou KUROO,Black Hair,Male,"['Athlete', 'High School Student', 'Team Captain', 'Teenager', 'Volleyball Player']","['Haikyuu!!', 'Haikyuu!! Karasuno High School vs Shiratorizawa Academy', 'Haikyuu!! Lev Kenzan!', 'Haikyuu!! Movie 1: Owari to Hajimari', 'Haikyuu!! Riku vs Kuu', 'Haikyuu!! Second Season', 'Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun', 'Haikyuu!! To the Top', 'Haikyuu!! To the Top: Part II']","['Haikyuu!!', 'Haikyuu!! A Party Reignited']"
274,Rei AYANAMI,Blue Hair,Female,"['Kuudere', 'Mecha Pilot', 'Middle School Student', 'Stoic', 'Teenager']","['Attack Zero x Evangelion', 'Evangelion: 1.0 You Are (Not) Alone', 'Evangelion: 2.0 You Can (Not) Advance', 'Evangelion: 3.0 You Can (Not) Redo', 'Hikaru Utada: Beautiful World', 'KATE: Ayanami Rei, Hajimete no Kuchibeni', 'Neon Genesis Evangelion', 'Neon Genesis Evangelion: Death and Rebirth', 'Neon Genesis Evangelion: The End of Evangelion', 'Petit Eva: [email\xa0protected]', 'Schick x Evangelion', 'Shinkansen Henkei Robo Shinkalion Movie: Mirai Kara Shinsoku no ALFA-X', 'Shinkansen Henkei Robo Shinkalion The Animation', 'until You come to me.', ""Youko Takahashi: The Cruel Angel's Thesis""]","['Neon Genesis Evangelion', 'Neon Genesis Evangelion: Angelic Days', 'Neon Genesis Evangelion: Campus Apocalypse', 'Neon Genesis Evangelion: Comic Tribute', 'Neon Genesis Evangelion: Legend of the Piko Piko Middle School Students', 'Neon Genesis Evangelion: The Shinji Ikari Detective Diary', 'Neon Genesis Evangelion: The Shinji Ikari Raising Project', 'Petit Eva First']"
275,Kusuo SAIKI,Magenta Hair,Male,"['High School Student', 'Psychic Powers', 'Stoic', 'Sunglasses', 'Superpowers', 'Sweet Tooth', 'Teenager']","['The Disastrous Life of Saiki K.', 'The Disastrous Life of Saiki K. (2013)', 'The Disastrous Life of Saiki K. 2nd Season', 'The Disastrous Life of Saiki K. 3', 'The Disastrous Life of Saiki K. - Reawakened']",['Saiki Kusuo no Ψ Nan']
276,Yachiru KUSAJISHI,Pink Hair,Female,"['Agent of the Afterlife', 'Hyperactive', 'No Sense of Direction', 'Rosy Cheeks', 'Shinigami']","['Bleach', 'Bleach Movie 1: Memories of Nobody', 'Bleach Movie 2: The DiamondDust Rebellion', 'Bleach Movie 3: Fade to Black', 'Bleach: The Sealed Sword Frenzy']","['Bleach', 'Bleach: The Honey Dish Rhapsody (Light Novel)']"
277,Mello,Blonde Hair,Male,"['Analytical', 'Sweet Tooth', 'Teenager']","['Death Note', ""Death Note Rewrite 2: L's Successors""]","['Death Note', 'Death Note: Another Note - The Los Angeles BB Murder Cases (Light Novel)', 'Death Note Short Stories', 'Death Note Special']"
278,Yuuri KATSUKI,Black Hair,Male,"['Adult', 'Athlete', 'Bisexual', 'Dandere', 'Glasses', 'Ice Skater', 'LGBT+', 'Shy']","['Yuri!!! on Ice', 'Yuri!!! on Ice Movie']",
279,Moka AKASHIYA,Pink Hair,Female,"['Choker', 'Hair Antenna', 'High School Student', 'Human Guise', 'Teenager', 'Vampire']","['Rosario + Vampire', 'Rosario + Vampire Capu2']","['Rosario + Vampire', 'Rosario + Vampire: Prototype', 'Rosario + Vampire Season II']"
280,Archer,White Hair,Male,"['Amnesia', 'Archer', 'Dark-skinned', 'Dual Wielder', 'Immortal', 'Magical Familiar', 'Sword Fighter', 'Warrior']","['Carnival Phantasm', ""Carnival Phantasm: Illya's Castle"", 'Fate/Extella OP', 'Fate/Extra CCC OP', 'Fate/Extra: Last Encore', 'Fate/Grand Carnival', 'Fate/Grand Order OP', 'Fate/stay night', ""Fate/stay night: Heaven's Feel III. spring song"", ""Fate/stay night: Heaven's Feel II. lost butterfly"", ""Fate/stay night: Heaven's Feel I. presage flower"", 'Fate/stay night: TV reproduction', 'Fate/stay night: Unlimited Blade Works', 'Fate/stay night: Unlimited Blade Works 2', 'Fate/stay night: Unlimited Blade Works Movie', 'Fate/stay night: Unlimited Blade Works Prologue', ""Today's Menu for Emiya Family""]","['All Around Type-Moon: Ahnenerbe no Nichijou', 'Fate/Extra', 'Fate/Grand Order Comic Anthology STAR', 'Fate/Grand Order: Eirei Shokubunroku', 'Fate/Grand Order: Epic of Remnant - Pseudo-Singularity III: The Stage of Carnage, Shimousa - Seven Duels of Swordmasters', 'Fate/Grand Order: Epic of Remnant - Shinkai Dennou Rakudo SE.RA.PH', 'Fate/Grand Order: Turas Réalta', 'Fate/Ixtella', 'Fate/Stay Night', 'Fate/Stay Night: Comic Battle', ""Fate/Stay Night: Heaven's Feel"", 'Fate/stay Night x Magical Girl Lyrical Nanoha', 'Manga de Wakaru! Fate/Grand Order', 'Type-Moon Gakuen: Chibichuki!']"
281,Franky,Blue Hair,Male,"['Adult', 'Barefoot', 'Crybaby', 'Cyborg', 'Pirate', 'Sailor', 'Scantily-clad', 'Shipwright', 'Sideburns', 'Sunglasses']","['ARASHI: A-RA-SHI : Reborn', 'Hungry Days x Bump of Chicken: Kinen Satsuei', 'Hungry Days x One Piece', 'Look Plus x One Piece CM', 'Nissan Serena x One Piece 3D: Mugiwara Chase', 'One Piece', ""One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends!"", 'One Piece 3D: Mugiwara Chase', 'One Piece: Adventure of Nebulandia', 'One Piece: Annecy Festival 60th Anniversary', 'One Piece: Episode of East Blue', 'One Piece: Episode of Luffy - Hand Island no Bouken', 'One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari', 'One Piece: Episode of Sabo', 'One Piece: Episode of Skypiea', 'One Piece Film: Gold', 'One Piece Film: Gold ~Episode 0~ 711 ver.', 'One Piece Film: Red', 'One Piece Film: Z', 'One Piece Movie 10: Strong World', 'One Piece Movie 14: Stampede', 'One Piece Movie 9: Episode of Chopper - The Miracle Winter Cherry Blossom', 'One Piece Recap', 'One Piece: Romance Dawn Story', 'One Piece Special: Glorious Island', 'One Piece Special: Heart of Gold', 'One Piece: Strong World - Episode 0', 'Tokyo One Piece Tower: Tongari Shima no Dai Hihou', 'Toriko x One Piece Collabo Special', 'Toriko x One Piece Collabo Special 2']","['One Piece', 'One Piece Gakuen', 'One Piece Party', 'One Piece: Strong World', 'One Piece x Toriko: Jisshoku! Akuma no Mi!!']"
282,Leorio PALADIKNIGHT,Black Hair,Male,"['Knife Fighter', 'Sunglasses', 'Teenager']","['Hunter x Hunter', 'Hunter x Hunter (2011)', 'Hunter x Hunter: Jump Super Anime Tour 1998', 'Hunter x Hunter OVA', 'Hunter x Hunter OVA 2: Greed Island', 'Hunter x Hunter OVA 3: Greed Island Final', 'Hunter x Hunter: Phantom Rouge', 'Hunter x Hunter: The Last Mission']",['Hunter x Hunter']
283,Shinya KOUGAMI,Black Hair,Male,"['Adult', 'Analytical', 'Knife Fighter', 'Police', 'Smoker']","['Psycho-Pass', 'Psycho-Pass 2', 'Psycho-Pass 3', 'Psycho-Pass 3: First Inspector', 'Psycho-Pass SS: Case. 2 - First Guardian', ""Psycho-Pass SS: Case. 3 - Vengeance's Horizon"", 'Psycho-Pass: The Movie']","['Gakuen Psycho-Pass', 'Kanshikan Tsunemori Akane', 'Psycho-Pass 0: Namae no Nai Kaibutsu (Light Novel)', 'Psycho-Pass Legend: Shikkoukan Kougami Shinya - Utopia Hound (Light Novel)', 'Psycho-Pass (Light Novel)', 'Psycho-Pass SS: Case. 2 - First Guardian', 'Psycho-Pass SS: Case. 3 - Onshuu no Kanata ni']"
284,Chihiro OGINO,Brown Hair,Female,"['Child', 'Person in a Strange World', 'Ponytail', 'Rosy Cheeks']","['Iblard Jikan', 'Spirited Away']",['Spirited Away']
285,Megumin,Brown Hair,Female,"['Bandages', 'Cape', 'Choker', 'Chuunibyou', 'Explosives Expert', 'Eye Patch', 'Gloves', 'Hat', 'Magic User', 'Staff Wielder', 'Teenager']","['Isekai Quartet', 'Isekai Quartet 2', 'Isekai Quartet Relay PV', ""KonoSuba – God's blessing on this wonderful world!"", ""KonoSuba – God's blessing on this wonderful world! 2"", 'KonoSuba – God’s blessing on this wonderful world! 2 OVA', 'KonoSuba – God’s blessing on this wonderful world! Movie: Legend of Crimson', 'KonoSuba – God’s blessing on this wonderful world! OVA']","['KonoSuba: An Explosion on this Wonderful World!', 'Konosuba: An Explosion on This Wonderful World! Bonus Story (Light Novel)', 'KonoSuba: An Explosion on this Wonderful World! (Light Novel)', 'KonoSuba: Continued, An Explosion on this Wonderful World!', 'KonoSuba: Everyday Life in This Wonderful World!', 'KonoSuba: God’s Blessing on This Wonderful World!', ""KonoSuba: God's Blessing on This Wonderful World! (Light Novel)"", 'KonoSuba: Megumin Anthology', 'KonoSuba: Megumin Anthology Aka']"
286,Emma,Orange Hair,Female,"['Child', 'Child Prodigy', 'Eternal Optimist', 'Hair Antenna', 'Orphan', 'Pacifist', 'Tattoo']","['The Promised Neverland', 'The Promised Neverland 2nd Season', 'The Promised Neverland 2nd Season: Tokubetsu Hen - Michishirube']","['Oyakusoku no Neverland', 'The Promised Neverland', 'The Promised Neverland: Norman Kara no Tegami (Light Novel)']"
287,Mephisto PHELES,Purple Hair,Male,"['Demon', 'Demon Hunter', 'Exorcist', 'Facial Hair', 'Hair Antenna', 'Hat', 'Manipulative', 'Otaku', 'Pointy Ears', 'Shapeshifter', 'Sweet Tooth', 'Teleportation Powers']","['Blue Exorcist', ""Blue Exorcist: Kuro's Trip Away From Home"", 'Blue Exorcist: Kyoto Saga', 'Blue Exorcist Movie', 'Blue Exorcist OVA', 'Blue Exorcist Specials']","['Blue Exorcist', 'Salaryman Futsumashi Okumura Yukio no Aishuu']"
288,Asuka Langley SORYU,Orange Hair,Female,"['Big Ego', 'Bossy', 'Foreigner', 'Hot-Headed', 'Mecha Pilot', 'Middle School Student', 'Teenager', 'Transfer Student', 'Tsundere']","['Evangelion: 2.0 You Can (Not) Advance', 'Evangelion: 3.0+1.0 Thrice Upon a Time', 'Evangelion: 3.0 You Can (Not) Redo', 'Hikaru Utada: Beautiful World', 'Neon Genesis Evangelion', 'Neon Genesis Evangelion: Death and Rebirth', 'Neon Genesis Evangelion: The End of Evangelion', 'Petit Eva: [email\xa0protected]', 'Schick x Evangelion', 'Shinkansen Henkei Robo Shinkalion Movie: Mirai Kara Shinsoku no ALFA-X', 'Shinkansen Henkei Robo Shinkalion The Animation', 'until You come to me.', ""Youko Takahashi: The Cruel Angel's Thesis""]","['Neon Genesis Evangelion', 'Neon Genesis Evangelion: Angelic Days', 'Neon Genesis Evangelion: Campus Apocalypse', 'Neon Genesis Evangelion: Legend of the Piko Piko Middle School Students', 'Neon Genesis Evangelion: The Shinji Ikari Raising Project']"
289,Daichi SAWAMURA,Black Hair,Male,"['Athlete', 'High School Student', 'Team Captain', 'Teenager', 'Volleyball Player']","['Haikyuu!!', 'Haikyuu!! Karasuno High School vs Shiratorizawa Academy', 'Haikyuu!! Lev Kenzan!', 'Haikyuu!! Movie 1: Owari to Hajimari', 'Haikyuu!! Movie 2: Shousha to Haisha', 'Haikyuu!! Movie 3: Talent and Sense', 'Haikyuu!! Movie 4: Battle of Concepts', 'Haikyuu!! Second Season', 'Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun', 'Haikyuu!! To the Top', 'Haikyuu!! To the Top: Part II', 'Haikyuu!! vs. ""Akaten""']","['Haikyuu!!', 'Haikyuu!! A Party Reignited', 'Haikyuu!! (Pilot)', 'Haikyuu!! Shousetsuban!! Karasuno Koukou (Light Novel)', ""Let's! Haikyuu!?""]"
290,Piccolo,,Male,"['Alien', 'Cape', 'Healing Powers', 'Martial Artist', 'Pointy Ears', 'Turban']","['Dragon Ball', 'Dragon Ball GT', 'Dragon Ball: Plan to Destroy the Saiyajin', 'Dragon Ball Super', 'Dragon Ball Super: Annecy Festival 60th Anniversary', 'Dragon Ball Super Movie: Broly', 'Dragon Ball: Yo! The Return of Son-Goku and Friends!!', 'Dragon Ball Z', 'Dragon Ball Z: Atsumare! Goku World', 'Dragon Ball Z Kai', 'Dragon Ball Z Kai: The Final Chapters', 'Dragon Ball Z Movie 10: Broly - Second Coming', 'Dragon Ball Z Movie 14: Battle of Gods', ""Dragon Ball Z Movie 15: Resurrection 'F'"", 'Dragon Ball Z Movie 1: Dead Zone', ""Dragon Ball Z Movie 2: The World's Strongest"", 'Dragon Ball Z Movie 3: The Tree of Might', 'Dragon Ball Z Movie 4: Lord Slug', ""Dragon Ball Z Movie 5: Cooler's Revenge"", 'Dragon Ball Z Movie 6: Return of Cooler', 'Dragon Ball Z Movie 7: Super Android 13', 'Dragon Ball Z Movie 8: Broly - The Legendary Super Saiyan', 'Dragon Ball Z Movie 9: Bojack Unbound', 'Dragon Ball Z: Plan to Destroy the Saiyajin', 'Dragon Ball Z Special 2: The History of Trunks', 'Dragon Ball Z: Summer Vacation Special', 'Dragon Ball Z: The Real 4-D', 'Kyuutai Panic Adventure!', 'Kyuutai Panic Adventure Returns!', 'Super Dragon Ball Heroes']","['Cross Epoch', 'Dragon Ball', 'Dragon Ball SD', 'Dragon Ball Super', 'Dragon Ball: That Time I Got Reincarnated as Yamcha!', 'Dragon Ball Z', 'Dragon Ball Z: Fukkatsu no F']"
291,Yukio OKUMURA,Black Hair,Male,"['Demon Hunter', 'Dual Wielder', 'Exorcist', 'Glasses', 'Gunslinger', 'High School Student', 'Mole', 'Orphan', 'Teacher', 'Teenager', 'Twin']","['Blue Exorcist', ""Blue Exorcist: Kuro's Trip Away From Home"", 'Blue Exorcist: Kyoto Saga', 'Blue Exorcist Movie', 'Blue Exorcist OVA', 'Blue Exorcist Specials']","['Blue Exorcist', 'Salaryman Futsumashi Okumura Yukio no Aishuu']"
292,Kaname KURAN,Brown Hair,Male,"['High School Student', 'Nobility', 'Vampire']","['Vampire Knight', 'Vampire Knight: Gekiai no Portrait', 'Vampire Knight Guilty']","['Vampire Knight', 'Vampire Knight: Fleeting Dreams (Light Novel)', 'Vampire Knight: Ice Blue Sin (Light Novel)', 'Vampire Knight: Memories']"
293,Conny SPRINGER,Grey Hair,Male,"['Airhead', 'Buzz Cut', 'Military', 'Sword Fighter']","['Attack on Skytree', 'Attack on Titan', 'Attack on Titan 2nd Season', 'Attack on Titan 3rd Season', 'Attack on Titan 3rd Season: Part II', 'Attack on Titan 3rd Season: Part II Specials', ""Attack on Titan: Ilse's Notebook"", 'Attack on Titan: Junior High', 'Attack on Titan: Lost Girls', 'Attack on Titan Movie 1: Crimson Bow and Arrow', 'Attack on Titan Movie 2: The Wings of Freedom', 'Attack on Titan Movie 3: The Roar of Awakening', 'Attack on Titan Movie 4: Chronicle', 'Attack on Titan Picture Drama', 'Attack on Titan: Since That Day', 'Attack on Titan The Final Season', 'Attack on Titan The Final Season: Part II', 'Attack on Titan The Final Season: Part III']","['Attack on Titan', 'Attack on Titan: Junior High', 'Spoof on Titan']"
294,Norman,White Hair,Male,"['Analytical', 'Board Game Player', 'Child', 'Child Prodigy', 'Orphan', 'Tattoo']","['The Promised Neverland', 'The Promised Neverland 2nd Season', 'The Promised Neverland 2nd Season: Tokubetsu Hen - Michishirube']","['Oyakusoku no Neverland', 'The Promised Neverland', 'The Promised Neverland: Norman Kara no Tegami (Light Novel)']"
295,Makoto TACHIBANA,Brown Hair,Male,"['Athlete', 'Swimmer', 'Teenager']","['Free! Dive to the Future', 'Free! Eternal Summer', 'Free! Eternal Summer: Forbidden All Hard!', 'Free! Iwatobi Swim Club', 'Free! Iwatobi Swim Club Specials', 'Free! Movie: The Final Stroke - Zenpen', 'Free! Road to the World: The Dream', 'Free! Take Your Marks', 'Free! Take Your Marks - Character Butai Aisatsu', 'Free! Timeless Medley: The Bond', 'Free! Timeless Medley: The Promise', 'High☆Speed! Free! Starting Days', 'Kyoto Animation CM: Suiei-hen']","['High Speed!', 'High Speed! (Light Novel)']"
296,Izumi MIYAMURA,Black Hair,Male,"['Glasses', 'High School Student', 'Piercings', 'Tattoo', 'Teenager']","['Horimiya', 'Hori-san to Miyamura-kun', 'Hori-san to Miyamura-kun (2018)']","['Horimiya', 'Hori-san to Miyamura-kun']"
297,Makarov DREYAR,White Hair,Male,"['Balding', 'Elderly', 'Elemental Powers', 'Facial Hair', 'Guild Master', 'Light Powers', 'Magic User', 'Pervert', 'Small Stature']","['Fairy Tail', 'Fairy Tail 2', 'Fairy Tail 2 OVA', 'Fairy Tail: Final Season', 'Fairy Tail Movie 1: Phoenix Priestess', 'Fairy Tail Movie 2: Dragon Cry', 'Fairy Tail OVA']","['Fairy Tail', 'Fairy Tail: 100 Years Quest', 'Fairy Tail: Ice Trail', 'Fairy Tail x The Seven Deadly Sins Christmas Special', 'Magazine Ohanami!!', ""Mashima Hero's""]"
298,Hancock BOA,Black Hair,Female,"['Adult', 'Femme Fatale', 'Flirt', 'Pirate', 'Royalty', 'Sailor', 'Superpowers']","['Hungry Days x Bump of Chicken: Kinen Satsuei', 'Hungry Days x One Piece', 'One Piece', ""One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends!"", 'One Piece Movie 14: Stampede', 'One Piece Recap', 'One Piece: Strong World - Episode 0']","['One Piece', 'One Piece: Strong World']"
